pair	K562_ATAC_only.ABC.Score	pred_gm12878_multimodal.ABC.Score	pred_k562_multimodal.ABC.Score	chrom	chromStart	chromEnd	measuredGeneSymbol	Regulated	EffectSize	startTSS	pred_elements	y	dist	absdist	pct_pred_k562_multimodal.ABC.Score	pct_pred_gm12878_multimodal.ABC.Score	pct_K562_ATAC_only.ABC.Score	dpct	ekey
BCAT2|chr19:49378405-49379925:*|BCAT2	0.011537	0.020059999999999998	0.018055	chr19	48875148	48876668	BCAT2	False	-0.01102399	48810813	chr19:48875126-48876147,chr19:48876203-48876703	0	65095.0	65095.0	0.9415006768516728	0.9504931347901759	0.9308644362792496	0.008992457938503118	chr19:48875126-48876147,chr19:48876203-48876703|BCAT2
BCAT2|chr19:49381225-49382185:*|BCAT2	0.013768	0.025144	0.020456000000000002	chr19	48877968	48878928	BCAT2	False	-0.03143881	48810813	chr19:48877808-48879160	0	67635.0	67635.0	0.9479791142912396	0.9577451169986463	0.9402436666022046	0.009766002707406685	chr19:48877808-48879160|BCAT2
BCAT2|chr19:49391365-49391905:*|BCAT2	0.000891	0.000517	0.000679	chr19	48888108	48888648	BCAT2	False	0.03218449	48810813	chr19:48888128-48888628	0	77565.0	77565.0	0.5032875652678399	0.4706536453297235	0.5655579191645717	-0.03263391993811643	chr19:48888128-48888628|BCAT2
BCAT2|chr19:49393745-49394245:*|BCAT2	0.000723	0.000773	0.000828	chr19	48890488	48890988	BCAT2	False	0.00605803	48810813	chr19:48890484-48890984	0	79925.0	79925.0	0.5408044865596596	0.5505221427190099	0.516196093598917	0.009717656159350274	chr19:48890484-48890984|BCAT2
BCAT2|chr19:49395065-49395625:*|BCAT2	0.0023239999999999997	0.0037	0.003966	chr19	48891808	48892368	BCAT2	False	0.04392704	48810813	chr19:48891317-48891817,chr19:48891849-48892795	0	81275.0	81275.0	0.814252562367047	0.8138657899825953	0.7603461612840843	-0.0003867723844517279	chr19:48891317-48891817,chr19:48891849-48892795|BCAT2
BCAT2|chr19:49399345-49399905:*|BCAT2	0.002846	0.002229	0.001498	chr19	48896088	48896648	BCAT2	False	-0.01846338	48810813	chr19:48896062-48896562	0	85555.0	85555.0	0.6552891123573776	0.7394121059756333	0.7929317346741442	0.0841229936182557	chr19:48896062-48896562|BCAT2
BCAT2|chr19:49430065-49430565:*|BCAT2	0.002793	0.0031829999999999996	0.002236	chr19	48926808	48927308	BCAT2	False	-0.04153569	48810813	chr19:48925216-48927301	0	116245.0	116245.0	0.7268420034809515	0.7943337845677818	0.7899825952426996	0.0674917810868303	chr19:48925216-48927301|BCAT2
BCAT2|chr19:49446285-49446805:*|BCAT2	0.00032900000000000003	0.000312	0.000236	chr19	48943028	48943548	BCAT2	False	-0.05537863	48810813	chr19:48943077-48943771	0	132475.0	132475.0	0.3212144652871785	0.3820827692902727	0.3408431637981048	0.060868304003094176	chr19:48943077-48943771|BCAT2
BCAT2|chr19:49454265-49454865:*|BCAT2	0.0009119999999999999	0.001515	0.001185	chr19	48951008	48951608	BCAT2	False	0.11266213	48810813	chr19:48950831-48951558	0	140495.0	140495.0	0.6111487139818217	0.6745793850319087	0.5707309998066138	0.06343067105008704	chr19:48950831-48951558|BCAT2
BCAT2|chr19:49465505-49466025:*|BCAT2	0.003505	0.007873	0.004309	chr19	48962248	48962768	BCAT2	False	-0.01117107	48810813	chr19:48962252-48962752	0	151695.0	151695.0	0.8261458131889383	0.8905434152001547	0.8225198220847032	0.06439760201121636	chr19:48962252-48962752|BCAT2
BCAT2|chr19:49466965-49467465:*|BCAT2	0.002877	0.005779	0.008237000000000001	chr19	48963708	48964208	BCAT2	False	-0.00039888	48810813	chr19:48963745-48964245	0	153145.0	153145.0	0.8908334944884935	0.8659833687874686	0.7944304776638949	-0.02485012570102485	chr19:48963745-48964245|BCAT2
BCAT2|chr19:49470805-49471705:*|BCAT2	0.005958	0.012925	0.00941	chr19	48967548	48968448	BCAT2	False	0.03044005	48810813	chr19:48967195-48968416	0	157185.0	157185.0	0.9016631212531425	0.9290272674531038	0.8835815122800232	0.027364146199961303	chr19:48967195-48968416|BCAT2
BCAT2|chr19:49473045-49473565:*|BCAT2	0.002385	0.002897	0.002687	chr19	48969788	48970308	BCAT2	False	0.02128161	48810813	chr19:48969782-48970282	0	159235.0	159235.0	0.7565267839876233	0.7803616321794624	0.7658093212144653	0.02383484819183912	chr19:48969782-48970282|BCAT2
BCAT2|chr19:49474085-49474605:*|BCAT2	0.00164	0.000775	0.0009279999999999999	chr19	48970828	48971348	BCAT2	False	-0.03484684	48810813	chr19:48970849-48971349	0	160275.0	160275.0	0.563430671050087	0.5515374202281957	0.6960935989170374	-0.011893250821891299	chr19:48970849-48971349|BCAT2
BCAT2|chr19:49479345-49479885:*|BCAT2	0.001382	0.001748	0.002054	chr19	48976088	48976628	BCAT2	False	-0.04547375	48810813	chr19:48975883-48976889	0	165545.0	165545.0	0.7111293753625991	0.6987043125120866	0.663266292786695	-0.01242506285051248	chr19:48975883-48976889|BCAT2
BCAT2|chr19:49482085-49482585:*|BCAT2	0.000269	0.00021899999999999998	0.000234	chr19	48978828	48979328	BCAT2	False	0.00966552	48810813	chr19:48978759-48979259	0	168265.0	168265.0	0.3199091084896538	0.3283214078514794	0.30240765809321213	0.008412299361825581	chr19:48978759-48979259|BCAT2
BCAT2|chr19:49486785-49487285:*|BCAT2	0.00067	0.0005809999999999999	0.0006219999999999999	chr19	48983528	48984028	BCAT2	False	0.03584596	48810813	chr19:48983409-48984152	0	172965.0	172965.0	0.48723651131309226	0.49405337458905435	0.49763101914523306	0.006816863275962093	chr19:48983409-48984152|BCAT2
BCAT2|chr19:49495365-49495905:*|BCAT2	0.0	0.0	0.0	chr19	48992108	48992648	BCAT2	False	-0.0101704	48810813		0	181565.0	181565.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|BCAT2
BCAT2|chr19:49520885-49521385:*|BCAT2	0.001955	0.001004	0.0018399999999999998	chr19	49017628	49018128	BCAT2	False	0.01878433	48810813	chr19:49017807-49018307	0	207065.0	207065.0	0.6933378456778186	0.6004641268613421	0.7285824792109843	-0.09287371881647655	chr19:49017807-49018307|BCAT2
BCAT2|chr19:49541805-49542325:*|BCAT2	0.0	0.0	0.0	chr19	49038548	49039068	BCAT2	False	0.00016129	48810813		0	227995.0	227995.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|BCAT2
BCAT2|chr19:49574965-49575505:*|BCAT2	0.00043499999999999995	0.0	0.0	chr19	49071708	49072248	BCAT2	False	-0.011296299999999999	48810813	chr19:49071763-49072263	0	261165.0	261165.0	0.07488880293947012	0.07653258557339006	0.3969251595436086	0.0016437826339199407	chr19:49071763-49072263|BCAT2
BCAT2|chr19:49577085-49577585:*|BCAT2	0.001343	0.000709	0.000904	chr19	49073828	49074328	BCAT2	False	0.00139836	48810813	chr19:49073864-49075260	0	263265.0	263265.0	0.5574356990910849	0.5350512473409399	0.6566428157029588	-0.02238445175014503	chr19:49073864-49075260|BCAT2
BCAT2|chr19:49584465-49584965:*|BCAT2	0.0	0.0	0.0	chr19	49081208	49081708	BCAT2	False	0.02114485	48810813		0	270645.0	270645.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|BCAT2
BCAT2|chr19:49600945-49601505:*|BCAT2	0.000503	0.000449	0.000321	chr19	49097688	49098248	BCAT2	False	-0.02771718	48810813	chr19:49097435-49098223	0	287155.0	287155.0	0.36864242893057436	0.4441113904467221	0.43057435699091084	0.07546896151614774	chr19:49097435-49098223|BCAT2
BCAT2|chr19:49609745-49610265:*|BCAT2	0.00029	0.00010700000000000001	0.00016299999999999998	chr19	49106488	49107008	BCAT2	False	0.01010202	48810813	chr19:49106591-49107091	0	295935.0	295935.0	0.2725778379423709	0.2416360471862309	0.3157513053567975	-0.03094179075613998	chr19:49106591-49107091|BCAT2
BCAT2|chr19:49613725-49614245:*|BCAT2	0.0	0.0	0.0	chr19	49110468	49110988	BCAT2	False	-0.07898466	48810813		0	299915.0	299915.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|BCAT2
BCAT2|chr19:49619745-49620265:*|BCAT2	0.0	0.0	0.0	chr19	49116488	49117008	BCAT2	False	0.01808251	48810813		0	305935.0	305935.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|BCAT2
BCAT2|chr19:49631065-49631765:*|BCAT2	0.003111	0.002784	0.002602	chr19	49127808	49128508	BCAT2	False	0.00364164	48810813	chr19:49127803-49128741	0	317345.0	317345.0	0.7519822084703153	0.7756236704699284	0.8059369561013343	0.023641461999613145	chr19:49127803-49128741|BCAT2
BCAT2|chr19:49632465-49632985:*|BCAT2	0.001124	0.001193	0.001216	chr19	49129208	49129728	BCAT2	False	0.00602515	48810813	chr19:49128914-49129698	0	318655.0	318655.0	0.6166118739122026	0.6348868690775479	0.619222587507252	0.018274995165345254	chr19:49128914-49129698|BCAT2
BCAT2|chr19:49636645-49637145:*|BCAT2	0.001429	0.000521	0.000837	chr19	49133388	49133888	BCAT2	False	0.03146979	48810813	chr19:49132978-49134182	0	322825.0	322825.0	0.543318507058596	0.47258750725198223	0.6698414233223747	-0.07073099980661374	chr19:49132978-49134182|BCAT2
BCAT2|chr19:49639205-49639745:*|BCAT2	0.00053	0.000389	0.000315	chr19	49135948	49136488	BCAT2	False	-0.00845959	48810813	chr19:49135994-49136494	0	325405.0	325405.0	0.36545155675884744	0.41805260104428543	0.44377296461032684	0.05260104428543799	chr19:49135994-49136494|BCAT2
BCAT2|chr19:49646085-49646585:*|BCAT2	0.001535	0.000376	0.000398	chr19	49142828	49143328	BCAT2	False	-0.00876318	48810813	chr19:49142800-49143300	0	332265.0	332265.0	0.4009379230322955	0.4130245600464127	0.6839102688068072	0.012086637014117219	chr19:49142800-49143300|BCAT2
BCAT2|chr19:49650945-49651825:*|BCAT2	0.000678	0.001173	0.00132	chr19	49147688	49148568	BCAT2	False	-0.0030033	48810813	chr19:49148039-49148539	0	337315.0	337315.0	0.6322761554824986	0.631599303809708	0.5	-0.0006768516727906349	chr19:49148039-49148539|BCAT2
BCAT2|chr19:49652425-49653365:*|BCAT2	0.005721	0.006719	0.006843000000000001	chr19	49149168	49150108	BCAT2	False	-0.007176600000000001	48810813	chr19:49148648-49150896	0	338825.0	338825.0	0.8742506285051247	0.8790852833107716	0.880052214271901	0.004834654805646932	chr19:49148648-49150896|BCAT2
BCAT2|chr19:49653525-49654085:*|BCAT2	0.005721	0.006719	0.006843000000000001	chr19	49150268	49150828	BCAT2	False	-0.00774812	48810813	chr19:49148648-49150896	0	339735.0	339735.0	0.8742506285051247	0.8790852833107716	0.880052214271901	0.004834654805646932	chr19:49148648-49150896|BCAT2
BCAT2|chr19:49654785-49655285:*|BCAT2	0.002075	0.0022719999999999997	0.002352	chr19	49151528	49152028	BCAT2	False	-0.01037675	48810813	chr19:49151593-49152351	0	340965.0	340965.0	0.7347224908141559	0.7427480177915297	0.7401856507445368	0.008025526977373798	chr19:49151593-49152351|BCAT2
BCAT2|chr19:49665225-49665725:*|BCAT2	0.000227	0.000342	0.000307	chr19	49161968	49162468	BCAT2	False	0.03876591	48810813	chr19:49161967-49162467	0	351405.0	351405.0	0.3619222587507252	0.3972635853800039	0.27141752078901565	0.03534132662927869	chr19:49161967-49162467|BCAT2
BCAT2|chr19:49680225-49680725:*|BCAT2	0.000388	0.00023199999999999997	0.000223	chr19	49176968	49177468	BCAT2	False	-0.02109503	48810813	chr19:49176681-49178721	0	366405.0	366405.0	0.31260877973312706	0.33663701411719205	0.3732836975439954	0.024028234384064984	chr19:49176681-49178721|BCAT2
BCAT2|chr19:49702045-49702565:*|BCAT2	0.001176	0.0010140000000000001	0.001005	chr19	49198788	49199308	BCAT2	False	-0.05082976	48810813	chr19:49198566-49201028	0	388235.0	388235.0	0.5799168439373429	0.6026397215238832	0.6294237091471669	0.022722877586540347	chr19:49198566-49201028|BCAT2
BCAT2|chr19:49703485-49704025:*|BCAT2	0.001176	0.0010140000000000001	0.001005	chr19	49200228	49200768	BCAT2	False	0.02756517	48810813	chr19:49198566-49201028	0	389685.0	389685.0	0.5799168439373429	0.6026397215238832	0.6294237091471669	0.022722877586540347	chr19:49198566-49201028|BCAT2
BCAT2|chr19:49710985-49711965:*|BCAT2	0.0	0.0	0.0	chr19	49207728	49208708	BCAT2	False	-0.05400065	48810813		0	397405.0	397405.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|BCAT2
BCAT2|chr19:49713185-49714125:*|BCAT2	0.001101	0.000691	0.001084	chr19	49209928	49210868	BCAT2	False	0.01861454	48810813	chr19:49210031-49210836	0	399585.0	399585.0	0.5951460065751305	0.53011989943918	0.6151614774705086	-0.06502610713595047	chr19:49210031-49210836|BCAT2
BCAT2|chr19:49716965-49717525:*|BCAT2	0.000147	0.0	0.0	chr19	49213708	49214268	BCAT2	False	0.03314976	48810813	chr19:49213739-49214239	0	403175.0	403175.0	0.07488880293947012	0.07653258557339006	0.20987236511313093	0.0016437826339199407	chr19:49213739-49214239|BCAT2
BCAT2|chr19:49728025-49728545:*|BCAT2	0.000278	0.000181	0.000168	chr19	49224768	49225288	BCAT2	False	0.0638799	48810813	chr19:49224569-49225314	0	414215.0	414215.0	0.2767839876232837	0.30168245987236514	0.3074356990910849	0.024898472249081427	chr19:49224569-49225314|BCAT2
BCAT2|chr19:49729185-49729685:*|BCAT2	0.000339	0.000176	0.00015900000000000002	chr19	49225928	49226428	BCAT2	False	-0.00781583	48810813	chr19:49225403-49226706	0	415365.0	415365.0	0.2697737381550957	0.2985399342486946	0.3472732546896152	0.028766196093598928	chr19:49225403-49226706|BCAT2
BCAT2|chr19:49770065-49770625:*|BCAT2	0.0	0.0	0.0	chr19	49266808	49267368	BCAT2	False	-0.08069684	48810813		0	456275.0	456275.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|BCAT2
BCAT2|chr19:49804405-49804965:*|BCAT2	0.00041500000000000006	0.000152	0.000199	chr19	49301148	49301708	BCAT2	False	0.01912191	48810813	chr19:49300761-49302330	0	490615.0	490615.0	0.29728292399922646	0.27871784954554246	0.38720750338425836	-0.018565074453683994	chr19:49300761-49302330|BCAT2
BCAT2|chr19:49831025-49831585:*|BCAT2	0.000123	8.8e-05	0.000109	chr19	49327768	49328328	BCAT2	False	0.00721213	48810813	chr19:49327839-49328339	0	517235.0	517235.0	0.22858247921098435	0.22065364532972345	0.1896151614774705	-0.007928833881260894	chr19:49327839-49328339|BCAT2
BCAT2|chr19:49831645-49832165:*|BCAT2	0.0	0.0	0.0	chr19	49328388	49328908	BCAT2	False	0.02293115	48810813		0	517835.0	517835.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|BCAT2
BCAT2|chr19:49834705-49835265:*|BCAT2	0.000302	0.000173	0.000172	chr19	49331448	49332008	BCAT2	False	-0.01598898	48810813	chr19:49331518-49332018	0	520915.0	520915.0	0.27978147360278477	0.29568748791336297	0.3234867530458325	0.015906014310578198	chr19:49331518-49332018|BCAT2
BCAT2|chr19:49842065-49842605:*|BCAT2	0.001216	0.000648	0.0009720000000000001	chr19	49338808	49339348	BCAT2	False	0.01157113	48810813	chr19:49338823-49340598	0	528265.0	528265.0	0.5739702185263972	0.5179365693289499	0.6373525430284278	-0.056033649197447244	chr19:49338823-49340598|BCAT2
BCAT2|chr19:49843445-49843945:*|BCAT2	0.001216	0.000648	0.0009720000000000001	chr19	49340188	49340688	BCAT2	False	0.00651657	48810813	chr19:49338823-49340598	0	529625.0	529625.0	0.5739702185263972	0.5179365693289499	0.6373525430284278	-0.056033649197447244	chr19:49338823-49340598|BCAT2
BCAT2|chr19:49851005-49851525:*|BCAT2	0.0003	8.499999999999999e-05	0.0001	chr19	49347748	49348268	BCAT2	False	0.00613026	48810813	chr19:49347139-49348231	0	537195.0	537195.0	0.22079868497389285	0.21746277315799653	0.3224231289885902	-0.0033359118158963197	chr19:49347139-49348231|BCAT2
BCAT2|chr19:49895045-49895585:*|BCAT2	0.00062	0.00031099999999999997	0.000537	chr19	49391788	49392328	BCAT2	False	-0.02548601	48810813	chr19:49390906-49392570	0	581245.0	581245.0	0.45948559272867917	0.38150261071359504	0.47911429123960547	-0.07798298201508413	chr19:49390906-49392570|BCAT2
BCL2L12|chr19:49454108-49454834:.|BCL2L12	0.000136	0.00020800000000000001	0.000166	chr19	48950851	48951577	BCL2L12	False	-0.00274071351437787	49664891	chr19:48950831-48951558	0	-713677.0	713677.0	0.27499516534519436	0.3202958808741056	0.20102494681879715	0.04530071552891124	chr19:48950831-48951558|BCL2L12
BCL2L12|chr19:50585509-50586009:.|BCL2L12	0.00042300000000000004	0.0005740000000000001	0.000638	chr19	50082252	50082752	BCL2L12	False	0.0047287108314248896	49664891	chr19:50081735-50083188	0	417611.0	417611.0	0.4914910075420615	0.49110423515760976	0.3915103461612841	-0.0003867723844517279	chr19:50081735-50083188|BCL2L12
BCL2L1|chr20:30198365-30198865:.|BCL2L1	0.00506	0.007439	0.008779	chr20	31610562	31611062	BCL2L1	False	0.00888205822809196	31723749	chr20:31610508-31611126	0	-112937.0	112937.0	0.8957648423902533	0.886869077547863	0.8679172307097274	-0.008895764842390297	chr20:31610508-31611126|BCL2L1
BCL2L1|chr20:30200537-30201037:.|BCL2L1	0.004646	0.00234	0.002408	chr20	31612734	31613234	BCL2L1	False	0.00399848579142059	31723749	chr20:31612740-31613240	0	-110765.0	110765.0	0.739170373235351	0.7473409398568942	0.8578611487139818	0.008170566621543252	chr20:31612740-31613240|BCL2L1
BCL2L1|chr20:31273390-31274258:.|BCL2L1	0.000128	0.00013700000000000002	0.000151	chr20	32685588	32686456	BCL2L1	False	0.00866339729287557	31723749	chr20:32685885-32686385	0	962273.0	962273.0	0.2634886869077548	0.2668245987236511	0.194304776638948	0.0033359118158963197	chr20:32685885-32686385|BCL2L1
BCL7B|chr7:73684232-73684732:.|BCL7B	0.000197	0.00017900000000000001	0.00018899999999999999	chr7	74269902	74270402	BCL7B	False	0.0321957475414671	73557485	chr7:74269452-74270635	0	712667.0	712667.0	0.29032102107909497	0.3000386772384452	0.25	0.009717656159350219	chr7:74269452-74270635|BCL7B
BCL7B|chr7:73686037-73686537:.|BCL7B	0.000103	0.000278	0.000174	chr7	74271707	74272207	BCL7B	False	-0.0377163098425779	73557485	chr7:74271563-74272266	0	714472.0	714472.0	0.28103848385225294	0.36491974473022626	0.1744343453877393	0.08388126087797332	chr7:74271563-74272266|BCL7B
BCL7C|chr16:30639997-30640497:.|BCL7C	0.000664	0.000305	0.000379	chr16	30628676	30629176	BCL7C	False	-0.0246200380520093	30894052	chr16:30628243-30629422	0	-265126.0	265126.0	0.39402436666022045	0.3779249661574164	0.4958421968671437	-0.016099400502804062	chr16:30628243-30629422|BCL7C
BCL7C|chr16:31264910-31265410:.|BCL7C	0.000762	0.000808	0.0009019999999999999	chr16	31253589	31254089	BCL7C	False	-0.0489379256852781	30894052	chr16:31253558-31254513	0	359787.0	359787.0	0.5570972732546896	0.5579675111197061	0.5297814736027847	0.0008702378650164988	chr16:31253558-31254513|BCL7C
BCL7C|chr16:31546994-31547494:.|BCL7C	0.000143	0.000122	0.000106	chr16	31535673	31536173	BCL7C	False	-0.0312526506678033	30894052	chr16:31535219-31536385	0	641871.0	641871.0	0.2253916070392574	0.25425449622896923	0.20629472055695222	0.028862889189711832	chr16:31535219-31536385|BCL7C
BET1L|chr11:1053253-1053594:.|BET1L	9.7e-05	8e-06	0.0	chr11	1053253	1053594	BET1L	False	0.0483502151058151	207172	chr11:1053057-1053557	0	846251.5	846251.5	0.07488880293947012	0.15499903306903887	0.1710500870237865	0.08011023012956875	chr11:1053057-1053557|BET1L
BET1L|chr11:297498-298134:.|BET1L	0.011065	0.010968	0.009086	chr11	297498	298134	BET1L	False	0.00975004880625607	207172	chr11:295859-298694	0	90644.0	90644.0	0.8993908334944885	0.918100947592342	0.9283504157803133	0.018710114097853503	chr11:295859-298694|BET1L
BET1L|chr11:350704-351232:.|BET1L	0.003192	0.005124	0.005703	chr11	350704	351232	BET1L	False	-0.0327316130364948	207172	chr11:349944-351711	0	143796.0	143796.0	0.8580061883581512	0.8507542061496809	0.809611293753626	-0.007251982208470342	chr11:349944-351711|BET1L
BET1L|chr11:353334-354301:.|BET1L	0.007209	0.006959999999999999	0.008211	chr11	353334	354301	BET1L	False	-0.021203417109531	207172	chr11:353276-356613	0	146645.5	146645.5	0.8905434152001547	0.8815509572616516	0.899439180042545	-0.008992457938503118	chr11:353276-356613|BET1L
BET1L|chr11:444368-444852:.|BET1L	0.000615	0.000493	0.000449	chr11	444368	444852	BET1L	False	0.0532620216948658	207172	chr11:444418-444918	0	237438.0	237438.0	0.4232740282343841	0.46190292013150264	0.4774221620576291	0.038628891897118545	chr11:444418-444918|BET1L
BET1L|chr11:459782-461114:.|BET1L	0.002579	0.0032049999999999995	0.004675	chr11	459782	461114	BET1L	False	-0.010385242576943	207172	chr11:459745-460245,chr11:460421-460921	0	253276.0	253276.0	0.8345097660027074	0.7950106362405724	0.7782343840649778	-0.03949912976213499	chr11:459745-460245,chr11:460421-460921|BET1L
BET1L|chr11:518540-519179:.|BET1L	0.001882	0.001536	0.0019850000000000002	chr11	518540	519179	BET1L	False	-0.0178136290600551	207172	chr11:518524-519234	0	311687.5	311687.5	0.7046025913749758	0.676368207309998	0.722249081415587	-0.028234384064977802	chr11:518524-519234|BET1L
BET1L|chr11:551677-551880:.|BET1L	0.000802	0.000819	0.0006799999999999999	chr11	551677	551880	BET1L	False	-0.0234765942827228	207172	chr11:551250-552474	0	344606.5	344606.5	0.5035776445561787	0.5617868884161671	0.5421098433571843	0.05820924385998838	chr11:551250-552474|BET1L
BET1L|chr11:587844-588335:.|BET1L	0.000641	0.000341	0.000425	chr11	587844	588335	BET1L	False	0.0532352600179644	207172	chr11:586785-588343	0	380917.5	380917.5	0.41384645136337267	0.3966350802552698	0.48675304583252754	-0.01721137110810289	chr11:586785-588343|BET1L
BET1L|chr11:628527-628920:.|BET1L	0.00042699999999999997	0.000181	0.00031	chr11	628527	628920	BET1L	False	-0.0117513653808123	207172	chr11:628038-629617	0	421551.5	421551.5	0.3632759620963063	0.30168245987236514	0.3941210597563334	-0.061593502223941166	chr11:628038-629617|BET1L
BET1L|chr11:690928-691358:.|BET1L	0.0006940000000000001	0.000947	0.000813	chr11	690928	691358	BET1L	False	0.0484017404309864	207172	chr11:690922-691422	0	483971.0	483971.0	0.5363566041384645	0.5893927673564108	0.5063817443434538	0.05303616321794624	chr11:690922-691422|BET1L
BET1L|chr11:741566-741825:.|BET1L	0.000268	0.000397	0.000277	chr11	741566	741825	BET1L	False	0.0191476317798294	207172	chr11:741058-742074	0	534523.5	534523.5	0.34529104621929996	0.42051827499516536	0.30177915296847807	0.0752272287758654	chr11:741058-742074|BET1L
BET1L|chr11:816449-816652:.|BET1L	0.000271	0.00033	0.000246	chr11	816449	816652	BET1L	False	-0.00452596482801304	207172	chr11:816289-816789	0	609378.5	609378.5	0.3265809321214465	0.3910268806807194	0.3029394701218333	0.06444594855927288	chr11:816289-816789|BET1L
BET1L|chr11:937643-938334:.|BET1L	0.00026000000000000003	0.000337	0.000333	chr11	937643	938334	BET1L	False	-0.0081248840528183	207172	chr11:937349-938388	0	730816.5	730816.5	0.37391220266872943	0.3942660994005028	0.2950589827886289	0.020353896731773347	chr11:937349-938388|BET1L
BET1|chr7:92634123-92634752:.|BET1	0.00213	0.001394	0.001451	chr7	93004809	93005438	BET1	False	0.0107449092098602	94004132	chr7:93004847-93007177	0	-999008.5	999008.5	0.6494875265906014	0.6605588860955328	0.7441500676851672	0.011071359504931433	chr7:93004847-93007177|BET1
BEX4|chrX:102488101-102488601:.|BEX4	0.048435	0.05625700000000001	0.061827999999999994	chrX	103233173	103233673	BEX4	True	-0.293879526689202	103214841	chrX:103232457-103233681	1	18582.0	18582.0	0.9806613807774125	0.9797911429123961	0.979887836008509	-0.0008702378650163878	chrX:103232457-103233681|BEX4
BEX4|chrX:102490472-102490972:.|BEX4	0.025113999999999997	0.031409	0.035467	chrX	103235544	103236044	BEX4	True	-0.215200129919835	103214841	chrX:103235077-103236297	1	20953.0	20953.0	0.9657706439760201	0.9643202475343261	0.9626764649004061	-0.0014503964416939796	chrX:103235077-103236297|BEX4
BIRC5|chr17:75229700-75230425:.|BIRC5	0.00022200000000000003	0.000144	0.000342	chr17	77233618	77234343	BIRC5	False	-0.0825449592177275	78213945	chr17:77233686-77234392	0	-979964.5	979964.5	0.37773157996519047	0.2725294913943144	0.2682749951653452	-0.10520208857087604	chr17:77233686-77234392|BIRC5
BIRC5|chr17:76254609-76255109:.|BIRC5	0.008198	0.010408	0.011628	chr17	78258528	78259028	BIRC5	False	-0.0655725430077262	78213945	chr17:78258499-78258999	0	44833.0	44833.0	0.9171340166312125	0.9146199961322762	0.9088184103654999	-0.0025140204989363424	chr17:78258499-78258999|BIRC5
BIRC5|chr17:76297144-76297644:.|BIRC5	0.0018800000000000002	0.002693	0.00305	chr17	78301063	78301563	BIRC5	False	-0.021008020184158004	78213945	chr17:78300905-78301633	0	87368.0	87368.0	0.7749468187971379	0.7698704312512087	0.7218139624830787	-0.005076387545929206	chr17:78300905-78301633|BIRC5
BIRC5|chr17:76933553-76934053:.|BIRC5	0.0	0.0	0.0	chr17	78937471	78937971	BIRC5	False	-0.0343375276506609	78213945		0	723776.0	723776.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|BIRC5
BLOC1S2|chr10:102130287-102131414:.|BLOC1S2	0.02074	0.045869	0.039506	chr10	100370530	100371657	BLOC1S2	False	-0.0183496438418144	100286462	chr10:100370649-100371688	0	84631.5	84631.5	0.9688648230516341	0.9738928640495068	0.9559079481725005	0.005028040997872685	chr10:100370649-100371688|BLOC1S2
BLOC1S4|chr4:6732227-6733056:.|BLOC1S4	0.053296	0.08639	0.086907	chr4	6730500	6731329	BLOC1S4	False	-0.031574972055884	6715864	chr4:6730506-6731353	0	15050.5	15050.5	0.9867530458325275	0.9882034422742216	0.9821117772191066	0.0014503964416940907	chr4:6730506-6731353|BLOC1S4
BLOC1S4|chr4:6735657-6736565:.|BLOC1S4	0.0	0.0	0.0	chr4	6733930	6734838	BLOC1S4	False	-0.00359927807586624	6715864		0	18520.0	18520.0	0.07488880293947012	0.07653258557339006	0.06488106749178109	0.0016437826339199407	nan|BLOC1S4
BLOC1S4|chr4:6893441-6894500:.|BLOC1S4	0.004721	0.004952000000000001	0.00519	chr4	6891714	6892773	BLOC1S4	False	-0.000518235384805887	6715864	chr4:6891776-6892707	0	176379.5	176379.5	0.848288532198801	0.8478050667182363	0.8593115451556759	-0.0004834654805646599	chr4:6891776-6892707|BLOC1S4
BLVRA|chr7:43796174-43797108:.|BLVRA	1.0	1.0	1.0	chr7	43756575	43757509	BLVRA	True	-0.262021660662712	43758422	chr7:43756541-43758214	1	-1380.0	1380.0	0.9999033069038871	0.9999033069038871	0.9999033069038871	0.0	chr7:43756541-43758214|BLVRA
BLVRB|chr19:40922713-40923381:.|BLVRB	0.007118000000000001	0.010779	0.013238999999999999	chr19	40416806	40417474	BLVRB	False	-0.0288208881248019	40465568	chr19:40417039-40417539	0	-48428.0	48428.0	0.9236124540707793	0.9165538580545349	0.8987623283697544	-0.007058596016244367	chr19:40417039-40417539|BLVRB
